id,loss
4130,4381.578
4140,1732.8634
4146,1961.008
4150,3976.6218
4151,8346.0205
4153,1194.9615
4169,4365.699
4170,2172.3972
4179,1168.9948
4183,5992.1465
4188,3649.9575
4190,1340.0834
4193,1885.6763
4201,9647.275
4205,1672.7489
4210,2628.5144
4226,2087.8845
4229,1749.1998
4241,2337.518
4242,1432.3486
4257,3516.3013
4258,871.2641
4260,2365.2356
4263,4383.7476
4267,1001.14087
4273,1913.9333
4274,1384.6741
4277,1312.6157
4281,1594.3187
4283,4906.7417
4293,2562.7874
4294,1588.7802
4305,3340.3298
4307,2734.0815
4318,1627.7395
4325,2221.0454
4327,4080.4556
4332,2551.3467
4335,4009.4663
4336,3053.3262
4337,713.96075
4339,2405.6843
4343,975.8909
4346,1133.8096
4348,1366.507
4350,3818.5764
4358,2126.842
4359,1836.3162
4363,1955.4756
4366,4338.104
4374,951.0375
4375,2111.2158
4377,1401.4746
4393,2513.9077
4395,2521.287
4400,1181.504
4402,8049.6387
4404,7085.0938
4415,2519.774
4418,1871.8727
4422,1275.3971
4430,1305.8771
4432,1302.5654
4433,1314.9506
4435,3947.0945
4438,1991.7745
4444,2818.6345
4447,1779.4232
4451,4113.2314
4452,1703.037
4457,1676.4475
4459,3928.142
4469,1343.4885
4471,10918.876
4486,1162.4163
4488,2635.2424
4510,1649.872
4515,1264.8053
4527,3733.9773
4530,1415.72
4534,1025.5226
4535,3191.2278
4536,1435.8882
4548,2565.2373
4549,1308.3278
4551,5280.794
4556,2116.758
4559,802.6503
4564,1277.514
4570,3085.19
4575,9007.562
4584,3308.9978
4585,2802.046
4591,1387.122
4592,3228.7495
4593,1615.59
4594,1416.6411
4598,915.143
4607,2083.0881
4608,921.63824
4620,2031.3774
4621,2891.2336
4625,2131.8914
4635,2558.021
4638,7066.9683
4652,2684.5042
4657,2042.0955
4658,2090.2942
4666,6666.127
4672,1361.6255
4676,2165.2036
4680,1135.5009
4681,5835.397
4683,2951.6987
4684,1474.7914
4689,2055.8628
4690,2305.4036
4692,1818.3987
4697,2193.8113
4700,1749.2656
4705,18523.75
4721,1872.8477
4726,1591.5842
4729,931.79376
4731,4815.0225
4736,1875.4437
4739,2763.2883
4740,1617.9104
4753,998.803
4754,2531.2275
4755,3102.6692
4756,1733.9628
4759,1757.476
4764,1390.4105
4771,2398.648
4772,1523.3065
4776,968.51074
4780,2586.5752
4784,1852.7379
4786,1473.2289
4787,3144.2043
4789,962.71844
4794,1577.8127
4800,1485.3522
4807,3097.1824
4813,8726.475
4818,2085.0757
4823,12141.998
4824,1731.6476
4829,2397.9023
4830,1024.2632
4835,2070.477
4844,1575.6692
4845,1775.7911
4846,2459.8896
4847,1164.5056
4854,3204.3137
4857,3281.7036
4861,940.4561
4863,1542.706
4866,2800.2988
4869,4258.305
4871,1323.6174
4872,2336.1597
4875,1463.738
4877,9468.397
4878,973.18317
4885,1689.4036
4886,1374.5879
4888,2796.0637
4890,1119.2727
4896,1008.76056
4899,2905.7
4913,811.5612
4916,1491.1344
4920,3249.7776
4925,2790.7705
4934,1627.6246
4941,2123.179
4946,1521.7971
4954,2327.9375
4956,987.50134
4958,4370.452
4965,1171.9507
4966,1204.7031
4970,2400.917
4977,1786.6143
4980,2471.1797
4984,2953.9502
4995,1134.1038
4997,2565.2043
4999,2969.5813
5005,2882.737
5011,1587.4913
5015,2105.5486
5016,2162.9583
5019,2481.9873
5024,2222.2024
5030,1891.602
5031,1364.495
5034,1862.6573
5047,7668.481
5048,1752.0413
5052,1408.0109
5061,1983.7274
5062,8422.837
5067,2912.6582
5068,4601.389
5077,1386.019
5079,1945.4802
5090,3373.3289
5094,2070.9775
5103,2129.3018
5104,1036.2208
5106,2595.7566
5107,1820.8499
5110,1254.6256
5114,3127.7793
5116,3971.2556
5121,7194.733
5122,2309.0417
5124,981.13446
5132,4404.3604
5133,1772.676
5138,1456.8667
5143,3430.9373
5153,1440.4719
5154,2023.7821
5155,694.03436
5160,2093.661
5169,2930.4858
5172,2798.326
5173,2415.8474
5179,1239.3633
5182,3364.4102
5187,1165.0316
5192,2756.7224
5211,1191.5062
5213,3641.5676
5219,985.96326
5225,2758.7122
5226,1009.645
5227,5639.369
5228,2458.4358
5239,2901.5352
5241,1340.2094
5244,1492.0903
5248,2669.7292
5260,1229.0918
5266,1110.9803
5273,1691.1969
5280,7781.4385
5298,3402.0435
5300,1076.6923
5306,2699.9219
5307,1651.1234
5311,3483.5247
5316,1226.4497
5323,1035.275
5332,1433.3851
5336,1542.0963
5338,1178.5044
5342,3192.4575
5347,1265.0997
5355,3717.5476
5357,2203.9724
5362,1256.039
5363,1380.1732
5364,1021.8811
5366,2447.9546
5374,5754.233
5375,693.0852
5379,1989.1825
5380,1894.8519
5383,970.39453
5385,1720.3951
5390,1906.6962
5393,3703.4426
5398,1643.0033
5411,3285.6682
5414,913.1392
5429,1593.9082
5432,8882.852
5436,959.0475
5437,4043.596
5439,1038.4373
5440,3219.8015
5449,1140.5927
5458,1333.041
5460,1160.7651
5462,1126.5021
5463,1584.4489
5465,2727.697
5467,3410.2163
5475,2494.399
5483,1794.583
5485,1162.1836
5489,1580.1829
5493,2943.1355
5497,1063.7268
5501,1176.7479
5506,1357.1685
5507,1467.1061
5510,2515.9163
5524,3998.1946
5531,1491.2034
5542,3756.619
5543,4002.4062
5544,3334.232
5552,1790.5886
5560,1996.152
5563,3395.5867
5573,2727.5122
5579,1270.3115
5584,2683.6682
5585,9884.242
5594,1530.5714
5595,1888.9817
5597,1934.1345
5598,1366.5096
5604,1470.5906
5606,1539.922
5610,1217.6588
5615,4681.769
5631,1447.2203
5637,1434.0721
5646,1341.7421
5656,2633.2039
5658,6575.389
5666,1569.2898
5668,2664.2405
5673,1420.1079
5680,1247.2257
5691,1878.2351
5692,5901.644
5693,1977.8743
5697,1965.4951
5698,1319.9775
5700,2252.7937
5704,2012.9604
5705,1622.3224
5707,1630.1893
5710,1025.3877
5716,970.67035
5720,1394.1841
5722,2757.903
5727,1574.2325
5733,1498.0516
5737,2051.8308
5742,4552.2114
5747,1024.6614
5760,2488.5278
5774,1922.0695
5788,4255.082
5796,1924.7484
5797,1732.1562
5800,3022.5005
5812,1668.7273
5814,1166.1388
5818,1776.955
5819,2818.593
5823,4350.392
5826,3277.2532
5830,1877.3647
5831,1408.4373
5846,2297.2798
5864,2193.873
5869,834.4217
5870,5216.245
5879,1242.7637
5883,5215.0366
5886,1225.7773
5889,4783.0176
5904,2532.4456
5905,1052.1897
5910,2395.9937
5911,2513.9473
5914,1726.4872
5915,1502.0587
5920,1365.6615
5925,1591.0841
5926,1871.0035
5934,2357.7373
5939,3247.5098
5941,924.9146
5943,1059.7601
5949,3877.978
5961,1739.5013
5965,2633.922
5966,2793.284
5969,898.921
5970,2432.3838
5978,2952.4365
5979,4564.34
5983,1689.4808
5985,6909.9473
5989,1542.5546
5997,1502.3315
6004,2181.4875
6010,3753.8757
6013,1687.7449
6019,1479.0682
6020,1333.5261
6032,975.5308
6036,5225.4263
6037,5797.5557
6039,1635.3348
6050,2256.9438
6051,1570.5999
6053,3048.6096
6057,1434.7944
6059,1307.3661
6067,3681.5957
6068,1441.5205
6075,1991.8895
6078,1133.5598
6079,3901.303
6080,3036.9763
6082,6458.839
6084,1191.8307
6091,2354.3972
6092,1652.4048
6093,5102.053
6096,1469.9253
6102,2383.8398
6105,1676.8073
6116,2397.1216
6122,1010.23016
6126,1419.3105
6131,5220.077
6140,5494.63
6141,1123.3599
6146,1082.4573
6147,2045.9474
6157,2776.6577
6162,2015.846
6163,2113.848
6165,2414.3723
6170,4128.771
6208,1701.9873
6216,3052.831
6218,1424.1855
6223,2080.9111
6224,1683.3694
6227,1762.1592
6240,7817.722
6241,1496.7329
6246,1226.9381
6248,3532.994
6249,1239.7931
6255,1545.0795
6261,2106.6946
6262,6756.512
6269,1632.5464
6271,2371.2737
6278,2466.1003
6284,1611.9387
6285,1273.6499
6287,1170.6409
6288,1795.8242
6291,1918.8021
6296,1188.02
6297,2338.8516
6304,1721.59
6309,2512.3738
6310,1016.59094
6311,2432.5833
6316,1198.9597
6319,1247.7515
6332,9945.059
6335,6005.7627
6336,1246.6067
6341,1290.5468
6359,957.68384
6369,2008.1344
6375,740.00824
6378,3029.2415
6380,2766.4038
6385,6708.896
6387,6791.3516
6391,2260.6243
6392,927.3156
6393,2225.4705
6400,782.317
6411,2344.0342
6415,1673.933
6416,1421.6243
6419,1963.6543
6421,1675.6859
6432,2101.5334
6438,1131.5072
6444,797.0408
6445,1534.8982
6446,1611.2709
6448,7162.816
6452,1279.144
6459,2934.7593
6470,2691.4316
6475,791.91925
6484,2738.8235
6492,1950.0907
6502,1465.8774
6505,1296.17
6506,1591.5182
6513,2011.5001
6514,2662.149
6524,3030.2527
6525,651.8861
6528,1775.847
6529,9336.987
6531,1655.0101
6538,1408.35
6541,3696.1177
6546,2631.0413
6553,905.7627
6563,940.7696
6567,1931.1156
6586,4534.9097
6588,2311.6184
6589,3930.5852
6591,2932.833
6596,1609.7472
6607,2129.25
6613,7880.668
6615,1980.4507
6625,1285.616
6629,2285.279
6630,4624.8994
6632,1678.3936
6640,1187.196
6645,3031.9988
6648,2236.9885
6656,1600.0184
6658,2814.411
6661,1340.6293
6663,1979.7076
6665,4269.6953
6673,1486.471
6676,1816.3232
6681,1007.8807
6683,1456.6395
6684,1031.0088
6695,1086.7607
6697,1519.2877
6700,2272.8489
6702,1410.2598
6703,1456.8667
6704,2639.099
6712,5670.5947
6716,5200.44
6723,1350.5886
6733,3605.955
6734,2786.231
6739,3222.351
6743,825.02924
6746,1990.0875
6756,1103.0544
6758,1434.529
6765,1470.505
6772,2534.3894
6776,3556.5867
6777,1196.949
6784,2103.9177
6785,1282.6952
6788,1315.286
6790,1675.4126
6792,1273.0579
6797,1088.6892
6802,1957.331
6806,1088.0747
6808,1012.04785
6809,3739.608
6810,1508.2338
6814,1673.5051
6815,3404.3577
6819,894.8957
6824,2601.558
6830,1971.9133
6835,4197.907
6838,1842.6377
6845,5362.9976
6846,1189.2737
6847,2319.3948
6848,5377.476
6849,4264.9297
6864,5884.256
6869,1723.692
6870,1783.8119
6876,1355.4746
6878,1880.2495
6890,7523.1216
6892,4121.607
6899,2077.017
6906,1351.3566
6908,1271.8207
6912,1825.7507
6913,1225.5845
6925,1906.2444
6932,2147.2478
6935,1465.8915
6939,1143.0651
6946,1544.8025
6950,975.27594
6963,1305.6143
6972,6363.4414
6974,1026.0083
6978,2770.196
6979,725.82806
6985,2598.5417
6989,3064.9375
7005,1132.2925
7007,1241.4216
7009,3120.0244
7015,924.4706
7036,3074.6687
7047,5446.897
7049,1018.405
7054,2914.392
7056,4332.4316
7058,1100.3868
7061,984.57776
7064,1089.0132
7066,1898.2894
7069,826.2367
7085,1531.801
7086,7651.336
7096,1433.7064
7103,9384.067
7122,2835.2715
7125,3538.0852
7126,980.6967
7130,1290.5413
7134,5970.2144
7135,863.8279
7140,2742.7415
7145,1171.492
7148,2190.37
7151,6987.3936
7156,4081.3623
7157,2197.0503
7161,2928.7495
7163,2035.5197
7168,1382.7408
7170,5835.631
7174,922.48505
7175,6252.305
7199,1815.4695
7200,5294.0405
7203,1854.9249
7209,1412.5238
7210,6499.9243
7215,1109.4933
7240,4019.7883
7241,1809.6226
7248,1565.1422
7253,3360.735
7260,3129.3845
7262,1718.6134
7264,3111.176
7265,2793.1282
7267,9730.593
7268,3622.1958
7269,2290.521
7270,2864.4446
7271,840.6787
7274,4912.065
7289,886.7337
7292,2917.6025
7293,3133.96
7294,597.98615
7296,3425.2878
7298,1262.5084
7299,1906.9235
7304,5048.921
7305,1521.4343
7308,1782.9318
7309,2402.132
7310,1728.4657
7311,2055.9922
7312,1595.2677
7317,1501.0548
7319,5685.366
7320,2935.4143
7329,5560.3477
7330,3264.3643
7331,2888.1375
7336,1000.6507
7353,3861.8352
7358,3864.6426
7363,4507.3926
7365,3942.5913
7366,1087.0702
7374,4064.6326
7377,1618.5
7378,2735.6453
7382,2018.3236
7388,2663.2053
7398,2845.77
7400,1993.1189
7411,1886.7205
7426,2969.2798
7434,5840.079
7436,1000.0435
7442,1174.793
7443,1537.44
7464,2512.7751
7470,2315.3804
7476,1172.8982
7478,1066.5162
7479,1320.8325
7480,1497.6846
7487,1999.7361
7495,2914.2947
7498,2030.8922
7507,3968.8362
7525,4776.5083
7527,1341.3698
7528,1543.8069
7533,1530.4305
7535,2335.359
7536,698.6071
7537,3209.0874
7544,1276.8308
7552,1411.081
7553,1762.0306
7554,2214.9631
7555,1003.2526
7556,5617.4316
7560,3005.9658
7564,3175.4414
7570,1351.684
7571,1162.2622
7573,1190.6543
7574,1466.7766
7575,1158.7367
7592,2622.5852
7595,3620.8901
7596,1581.4667
7601,2965.615
7608,1640.3503
7610,1012.85846
7613,2432.6704
7623,2195.6897
7630,1057.2184
7638,1176.4791
7643,810.38257
7647,2579.1597
7671,1028.3309
7672,1623.4011
7676,2398.6204
7682,950.39056
7689,3028.5886
7691,1708.7839
7695,3342.1907
7705,2092.565
7707,4007.3408
7709,1872.4155
7710,10954.787
7714,2648.1375
7716,2851.0305
7717,1831.9432
